Name,City,Rating,Price Range,Number of Reviews,Filtered Cuisines
L'Invite,Amsterdam,4.0,69.0,196.0,['French']
Ikura Sushi Bar,Amsterdam,5.0,33.0,17.0,['Japanese']
Le Camelia,Amsterdam,4.5,68.0,47.0,['French']
Eddy Spaghetti,Amsterdam,4.5,36.0,52.0,['Italian']
Mimi Latteria Milanese,Amsterdam,4.0,39.0,105.0,['Italian']
Bloem op IJburg,Amsterdam,4.0,34.0,46.0,['Italian']
Scossa Restaurant,Amsterdam,4.0,33.0,116.0,['Italian']
San Tommaso - WS,Amsterdam,4.0,38.0,250.0,['Italian']
Samsara,Amsterdam,4.5,33.0,27.0,['Indian']
Le Pain Quotidien - de Pijp,Amsterdam,4.0,32.0,171.0,['French']
Ristorante Italiano Fiorentino,Amsterdam,4.0,31.0,87.0,['Italian']
La Storia,Amsterdam,4.5,37.0,26.0,['Italian']
Ferilli's at The College,Amsterdam,4.0,34.0,135.0,['Italian']
George Bistro Bistro,Amsterdam,4.0,32.0,90.0,['American']
Casa Sabatelli,Amsterdam,4.0,35.0,39.0,['Italian']
Wissenkerke,Amsterdam,4.0,37.0,94.0,"['Italian', 'French', 'American']"
Apostrof,Amsterdam,4.5,32.0,14.0,['French']
YamYam Tratoria Pizzeria,Amsterdam,4.0,33.0,134.0,['Italian']
Pizzeria & Steakhouse La Roma,Amsterdam,4.0,33.0,71.0,['Italian']
Restaurant Le Garage,Amsterdam,3.5,62.0,280.0,['French']
The Butcher Social Club,Amsterdam,4.0,38.0,98.0,['American']
Piet de Gruyter,Amsterdam,4.0,38.0,40.0,['French']
Buurman & Buurman,Amsterdam,4.5,38.0,37.0,['Italian']
VaiRenzo,Amsterdam,4.5,30.0,30.0,"['Japanese', 'Italian']"
Holy Ravioli,Amsterdam,4.5,18.0,28.0,['Italian']
Ristorante Pizzeria Doria,Amsterdam,3.5,36.0,340.0,['Italian']
An,Amsterdam,4.5,33.0,35.0,['Japanese']
Burrito Maker,Amsterdam,4.0,10.0,58.0,['Mexican']
Salsa Shop,Amsterdam,4.0,18.0,54.0,['Mexican']
Bombay Inn,Amsterdam,4.0,18.0,59.0,['Indian']
House Bar Amsterdam,Amsterdam,5.0,32.0,12.0,['American']
Re Pizza,Amsterdam,5.0,15.0,18.0,['Italian']
La Pescheria,Amsterdam,4.5,33.0,11.0,"['Italian', 'French']"
Cucina Casalinga,Amsterdam,4.5,38.0,57.0,['Italian']
Oost pizza pasta,Amsterdam,4.5,37.0,49.0,['Italian']
Rosie's,Amsterdam,5.0,34.0,12.0,['French']
Feduzzi's Mercato Italiano,Amsterdam,4.5,34.0,22.0,['Italian']
Salsa Shop,Amsterdam,4.0,12.0,37.0,['Mexican']
Het Groene Paleis,Amsterdam,4.0,38.0,37.0,"['French', 'American']"
Saul's,Amsterdam,4.0,12.0,40.0,['American']
De Proefzaak,Amsterdam,4.5,31.0,14.0,['French']
In 't Vierde Baarsje,Amsterdam,4.5,63.0,32.0,['French']
Il Re di Puglia,Amsterdam,5.0,37.0,9.0,['Italian']
SOTTO Pizza,Amsterdam,4.0,37.0,60.0,['Italian']
Kuroge Wagyu Beef Restaurant Zao,Amsterdam,4.5,63.0,15.0,['Japanese']
The King,Amsterdam,4.5,11.0,21.0,['American']
Panini,Amsterdam,4.0,30.0,95.0,"['French', 'Italian']"
Tanoshii Sushi,Amsterdam,5.0,32.0,18.0,['Japanese']
Japanese Pancake World,Amsterdam,4.0,39.0,110.0,['Japanese']
Halvemaan,Amsterdam,4.5,63.0,37.0,['French']
Burger Bitch,Amsterdam,3.5,14.0,148.0,['American']
Los Pilones,Amsterdam,4.0,36.0,199.0,['Mexican']
De Kleine Valk,Amsterdam,3.5,38.0,129.0,['French']
Renato's Pizzeria,Amsterdam,4.0,38.0,72.0,['Italian']
Nessun Dorma,Amsterdam,4.0,37.0,51.0,['Italian']
Bake my Day,Amsterdam,4.5,14.0,18.0,['French']
Mondo Mediterraneo,Amsterdam,4.5,30.0,33.0,['Italian']
't Steakhouse,Amsterdam,4.0,38.0,109.0,['American']
Genroku,Amsterdam,3.5,33.0,66.0,['Japanese']
Winehouse SOMM,Amsterdam,5.0,60.0,8.0,"['Italian', 'French']"
Le Pain Quotidien,Amsterdam,4.0,38.0,24.0,['French']
Le Petit Latin,Amsterdam,4.0,32.0,42.0,['French']
Ristorante Pomorosso,Amsterdam,4.0,36.0,75.0,['Italian']
Tempura,Amsterdam,4.0,38.0,58.0,['Japanese']
Ristorante d'Antica,Amsterdam,4.0,35.0,187.0,['Italian']
Deegrollers,Amsterdam,4.0,31.0,49.0,['Italian']
Mangiancora,Amsterdam,4.5,16.0,44.0,['Italian']
The Butcher,Amsterdam,4.0,13.0,56.0,['American']
vijfnulvijf,Amsterdam,4.0,37.0,50.0,['Japanese']
Wagamama Zuidplein - Wtc,Amsterdam,4.0,36.0,118.0,['Japanese']
RUIS food&drinks,Amsterdam,4.5,30.0,35.0,['French']
Shabu Shabu Sushi & Grill,Amsterdam,3.5,37.0,326.0,['Japanese']
Restaurant Toscana,Amsterdam,4.0,31.0,157.0,['Italian']
Kyoto Sushi,Amsterdam,3.5,33.0,226.0,['Japanese']
Segugio,Amsterdam,4.0,63.0,134.0,['Italian']
Martin's Social Club,Amsterdam,4.5,37.0,29.0,['American']
Restaurant Forno,Amsterdam,4.0,37.0,71.0,['Italian']
Vandam,Amsterdam,4.5,,9.0,['Italian']
Teatina,Amsterdam,4.5,33.0,24.0,['Italian']
Cinema Paradiso,Amsterdam,4.0,32.0,122.0,['Italian']
Ristorante Il Fiore,Amsterdam,4.0,35.0,98.0,['Italian']
Mangiamore,Amsterdam,5.0,,11.0,['Italian']
Sapori Del Mondo,Amsterdam,4.0,34.0,207.0,['Italian']
Rigoletto Cafe,Amsterdam,5.0,32.0,8.0,['Italian']
Las Estrellas,Amsterdam,4.5,34.0,23.0,['Italian']
Mangiassai,Amsterdam,4.0,30.0,59.0,['Italian']
Umaimon,Amsterdam,4.0,37.0,13.0,['Japanese']
Lo Stivale d'Oro,Amsterdam,4.0,34.0,139.0,['Italian']
San Tommaso - MG,Amsterdam,3.5,37.0,241.0,['Italian']
Gustatio Amsterdam,Amsterdam,5.0,31.0,7.0,['Italian']
Alex + Pinard,Amsterdam,5.0,38.0,6.0,['French']
La Brochette,Amsterdam,4.0,31.0,71.0,['French']
Chefs Poulet & Frites,Amsterdam,4.5,36.0,16.0,['French']
La Sirene,Amsterdam,4.5,33.0,91.0,['French']
De Pizzabakkers Spaarndammer,Amsterdam,4.5,39.0,12.0,['Italian']
Julia's,Amsterdam,4.0,14.0,21.0,['Italian']
Buon Appetito,Amsterdam,4.0,17.0,133.0,['Italian']
Sushi Take Out,Amsterdam,4.5,19.0,19.0,['Japanese']
Mangetsu Amsterdam,Amsterdam,4.0,36.0,56.0,['Japanese']
Kagetsu,Amsterdam,4.0,34.0,90.0,['Japanese']
Cibo & Vino,Amsterdam,4.5,31.0,34.0,['Italian']
Cafe de Paris,Amsterdam,3.5,33.0,234.0,['French']
Vascobelo V-bar Rijnstraat,Amsterdam,4.0,34.0,34.0,['French']
El Rancho Argentino,Amsterdam,3.5,34.0,196.0,['Mexican']
Samrat,Amsterdam,4.0,38.0,72.0,['Indian']
Maximus,Amsterdam,3.5,33.0,346.0,['American']
Cafe De Zuid,Amsterdam,4.0,36.0,64.0,['French']
Groene Lanteerne,Amsterdam,4.5,61.0,37.0,['French']
Eat at Jo's,Amsterdam,4.0,31.0,33.0,['American']
Orandaya,Amsterdam,4.0,35.0,33.0,['Japanese']
Cafe de Toog,Amsterdam,4.0,33.0,37.0,"['Italian', 'French']"
L' Arena,Amsterdam,4.0,31.0,58.0,['Italian']
Akbar Indian Restaurant,Amsterdam,3.5,36.0,116.0,['Indian']
de Bakkerszonen,Amsterdam,5.0,18.0,9.0,['French']
De Eetalage,Amsterdam,4.5,14.0,16.0,['Italian']
Happyhappyjoyjoy East,Amsterdam,3.5,30.0,91.0,['Japanese']
Salvatorica,Amsterdam,4.5,30.0,12.0,['Italian']
Calle Ocho,Amsterdam,4.0,35.0,42.0,"['Mexican', 'American']"
Kaiko,Amsterdam,4.0,39.0,42.0,['Japanese']
Uliveto,Amsterdam,4.5,37.0,31.0,['Italian']
the butcher,Amsterdam,4.0,12.0,75.0,['American']
Rosarium,Amsterdam,4.0,66.0,61.0,['French']
Le Baravin,Amsterdam,5.0,,5.0,['French']
Michel-Inn,Amsterdam,4.0,34.0,44.0,['Italian']
Dosa,Amsterdam,3.5,30.0,128.0,['Indian']
La Margarita Mexican,Amsterdam,3.5,37.0,213.0,['Mexican']
Wannemakers,Amsterdam,4.5,32.0,92.0,"['Italian', 'French']"
Jackson Dubois,Amsterdam,4.0,37.0,124.0,"['Italian', 'American']"
Brasserie De Groot,Amsterdam,4.5,39.0,33.0,['French']
Paul's Burgers,Amsterdam,4.5,39.0,14.0,['American']
Spiazzo,Amsterdam,4.5,30.0,14.0,['French']
ISOLA BELLA,Amsterdam,3.5,32.0,230.0,['Italian']
19IT,Amsterdam,4.5,36.0,87.0,['Italian']
Fan's Kitchen,Amsterdam,4.5,36.0,43.0,['Japanese']
San Lok,Amsterdam,4.0,36.0,25.0,['Japanese']
Casa Di Leo,Amsterdam,3.5,30.0,107.0,['Italian']
Vapiano,Amsterdam,3.5,34.0,648.0,['Italian']
Bistro Bentinck,Amsterdam,5.0,35.0,5.0,['French']
UMAMI by Han Amsterdam,Amsterdam,4.0,30.0,14.0,['French']
Mexico Boulevard,Amsterdam,4.0,35.0,37.0,['Mexican']
Julia's Pasta,Amsterdam,4.0,12.0,169.0,['Italian']
Umeno,Amsterdam,4.5,30.0,49.0,['Japanese']
Wine Bar diVino,Amsterdam,4.0,35.0,65.0,['Italian']
Scottadito,Amsterdam,4.5,39.0,42.0,['Italian']
Royal Fook Long,Amsterdam,4.0,36.0,70.0,['Japanese']
Sette Bello,Amsterdam,4.0,36.0,84.0,['Italian']
Del Posto,Amsterdam,4.0,19.0,34.0,['Italian']
Gurkhas Kitchen,Amsterdam,4.0,35.0,23.0,['Indian']
De Chef's Table Anice Culinair,Amsterdam,5.0,62.0,28.0,['French']
Rosetta's Kitchen,Amsterdam,4.5,33.0,26.0,['Italian']
Assaggio,Amsterdam,4.5,17.0,30.0,['Italian']
La Cage Amsterdam,Amsterdam,4.5,37.0,37.0,['French']
Tomatillo Tex-Mex To Go,Amsterdam,4.0,39.0,80.0,['Mexican']
Eetcafe Number one,Amsterdam,4.5,33.0,21.0,['Italian']
Caffe 500,Amsterdam,4.5,36.0,58.0,['Italian']
Jefferson Bar-Restaurant,Amsterdam,4.0,39.0,27.0,['French']
Parck,Amsterdam,4.0,36.0,49.0,['American']
Trattoria Da Damiano Milano,Amsterdam,4.5,31.0,22.0,['Italian']
Bar Evert-Jan,Amsterdam,5.0,35.0,5.0,"['Italian', 'American']"
Le petit deli,Amsterdam,5.0,37.0,4.0,['French']
Indian Restaurant Swagat,Amsterdam,4.5,38.0,5.0,['Indian']
Dapper,Amsterdam,4.0,37.0,80.0,['American']
Spaghetteria Oost,Amsterdam,4.5,34.0,11.0,['Italian']
Domino's Pizza,Amsterdam,4.0,16.0,44.0,['Italian']
Yumisushi,Amsterdam,4.0,35.0,41.0,['Japanese']
Restaurant Torino,Amsterdam,4.0,17.0,41.0,['Italian']
Restaurant Tai Yu,Amsterdam,4.5,34.0,7.0,['Japanese']
Pizzaria Orvieto,Amsterdam,4.0,39.0,132.0,['Italian']
Het Warenhuis,Amsterdam,3.5,32.0,52.0,['American']
Deksels! Lekkere Dingen,Amsterdam,4.5,34.0,27.0,['Italian']
Zaagmolen,Amsterdam,4.5,63.0,9.0,['French']
Le Petit Bistro,Amsterdam,4.0,33.0,72.0,['French']
La Piccola Trattoria,Amsterdam,4.0,14.0,31.0,['Italian']
Piadina Factory,Amsterdam,5.0,11.0,7.0,['Italian']
Croissanterie Hans Egstorf,Amsterdam,4.5,19.0,23.0,['French']
Pizzeria La Vita,Amsterdam,3.5,17.0,67.0,['Italian']
Fou Fow Ramen van Wou,Amsterdam,4.5,37.0,7.0,['Japanese']
Cafe de Punt,Amsterdam,4.5,34.0,29.0,['Italian']
Bacco,Amsterdam,4.5,31.0,19.0,['Italian']
Kerkstraat 59,Amsterdam,4.5,30.0,35.0,['Mexican']
Atelier,Amsterdam,4.5,35.0,11.0,"['Italian', 'French']"
Namaskar,Amsterdam,3.5,30.0,62.0,['Indian']
Blue Boat Dinner Cruise,Amsterdam,4.5,37.0,6.0,['French']
Umi Sushi & Grill,Amsterdam,4.0,31.0,46.0,['Japanese']
Meneer Temaki,Amsterdam,4.5,34.0,10.0,['Japanese']
Nawaab,Amsterdam,4.0,34.0,27.0,['Indian']
STACH Nieuwendijk,Amsterdam,5.0,37.0,4.0,['American']
Mams Grilled Cheese Truck,Amsterdam,5.0,18.0,4.0,['American']
Bar Benjamin,Amsterdam,5.0,37.0,5.0,['French']
Chef India Amsterdam,Amsterdam,5.0,30.0,3.0,['Indian']
Burger King,Amsterdam,3.5,13.0,81.0,['American']
Tanuki Japans Eetcafe Gelderlandplein,Amsterdam,3.5,33.0,62.0,['Japanese']
Ristorante Pizzeria Piccolino,Amsterdam,3.5,31.0,176.0,['Italian']
Jumbo Foodmarkt,Amsterdam,4.0,16.0,19.0,['Italian']
Gastronomia Gianni,Amsterdam,4.0,32.0,35.0,['Italian']
Miranda & Paul of MP Kitchen,Amsterdam,5.0,,7.0,['Italian']
Brasserie de serre,Amsterdam,4.0,37.0,16.0,['French']
Restaurant District 5,Amsterdam,4.0,36.0,124.0,['Italian']
SuZushi,Amsterdam,4.5,,7.0,['Japanese']
Rembrandt Tower Boardroom | Heavenly Rembrandt,Amsterdam,5.0,65.0,14.0,['French']
Indian Restaurant Natraj,Amsterdam,4.0,38.0,19.0,['Indian']
Graceland Bar-B-Q,Amsterdam,3.5,39.0,119.0,['American']
Men Impossible,Amsterdam,5.0,32.0,4.0,['Japanese']
Burger King,Amsterdam,3.5,11.0,171.0,['American']
Himalayan Kitchen,Amsterdam,4.5,31.0,83.0,['Indian']
Mensink,Amsterdam,4.5,14.0,21.0,['French']
Japans Delicatessenhuis Zen,Amsterdam,4.5,31.0,16.0,['Japanese']
Brasserie De Poort,Amsterdam,3.5,35.0,61.0,['French']
New York Film Academy Cafe,Amsterdam,3.5,35.0,148.0,['American']
Ristorante Pepe,Amsterdam,3.5,30.0,68.0,['Italian']
Toetanchamon ii,Amsterdam,4.0,31.0,31.0,['American']
Cotignac,Amsterdam,4.5,31.0,13.0,['French']
Yatta Sushi,Amsterdam,4.5,30.0,33.0,['Japanese']
Japanese Sushi & Grill Restaurant Sushi,Amsterdam,4.0,30.0,31.0,['Japanese']
Indiaas Restaurant VIjaya,Amsterdam,4.0,37.0,99.0,['Indian']
Park Plaza the Restaurant,Amsterdam,3.5,31.0,90.0,['French']
Ristorante Italiano,Amsterdam,4.0,39.0,39.0,['Italian']
Brasil Koffie,Amsterdam,4.0,35.0,15.0,['Italian']
Musashi Sushi & Grill,Amsterdam,4.5,38.0,14.0,['Japanese']
DeLepel,Amsterdam,5.0,,4.0,['Italian']
Deli Roma,Amsterdam,4.5,14.0,14.0,['Italian']
MaMa Kelly Amsterdam,Amsterdam,4.0,61.0,11.0,['French']
Bistro G.P. by George,Amsterdam,4.0,35.0,32.0,['French']
Vascobelo V-bar Stadionplein,Amsterdam,3.5,39.0,30.0,['French']
Ristorante La Favola,Amsterdam,4.0,39.0,49.0,['Italian']
Marco Polo,Amsterdam,3.5,39.0,295.0,['Italian']
Place Du Nord,Amsterdam,4.5,30.0,25.0,['French']
Napoli Pizza,Amsterdam,5.0,10.0,3.0,['Italian']
Zero20,Amsterdam,5.0,36.0,4.0,['American']
Restaurant Flavourtown,Amsterdam,5.0,34.0,3.0,"['Japanese', 'American']"
Geef,Amsterdam,4.5,39.0,8.0,['French']
Temakery,Amsterdam,4.0,38.0,14.0,['Japanese']
Sa Seada,Amsterdam,4.5,33.0,34.0,['Italian']
Sol Sapore,Amsterdam,4.5,39.0,18.0,['Italian']
De Ruimte,Amsterdam,4.5,31.0,6.0,['French']
Padrone,Amsterdam,4.5,10.0,9.0,['Italian']
TwentyFiveSeven,Amsterdam,4.5,15.0,11.0,['French']
Donnee,Amsterdam,4.5,35.0,13.0,['Italian']
Kfc Amsterdam,Amsterdam,3.5,12.0,254.0,['American']
IJssalon Tofani,Amsterdam,4.0,10.0,20.0,['Italian']
Restaurant Seven Seas,Amsterdam,4.0,67.0,113.0,['French']
Ferilli’s,Amsterdam,4.0,,5.0,['Italian']
Mama Maria,Amsterdam,3.5,36.0,99.0,['Mexican']
Carels,Amsterdam,3.5,34.0,35.0,['French']
Eau de Vie,Amsterdam,3.5,37.0,64.0,['French']
Casa Di Maggio,Amsterdam,4.5,,18.0,['Italian']
The Beef Chief,Amsterdam,4.5,33.0,5.0,['American']
Namaste India,Amsterdam,4.0,35.0,26.0,['Indian']
Assagio,Amsterdam,4.0,31.0,24.0,['Italian']
Italians Restaurant,Amsterdam,4.0,30.0,30.0,['Italian']
De Beren,Amsterdam,5.0,31.0,4.0,['American']
New York Pizza,Amsterdam,3.5,16.0,56.0,['Italian']
L'Arena,Amsterdam,4.0,35.0,24.0,['Italian']
Haweli Indian Restaurant,Amsterdam,4.5,,28.0,['Indian']
Cafe De Omval,Amsterdam,4.0,33.0,23.0,['French']
Cafe Belcampo,Amsterdam,4.0,18.0,13.0,['American']
Tagore,Amsterdam,4.0,31.0,65.0,['Indian']
Takumi Burgers & Steaks,Amsterdam,4.0,31.0,21.0,['American']
Made in Sud,Amsterdam,5.0,,,['Italian']
Snackbar Double Dutch,Amsterdam,5.0,18.0,,['American']
Spaghetteria Olympiaplein,Amsterdam,5.0,39.0,,['Italian']
Resturant,Amsterdam,5.0,,,['Indian']
Bogetta Dei Sapori Italiani,Amsterdam,5.0,,2.0,['Italian']
De Smaaksalon,Amsterdam,5.0,15.0,2.0,"['Italian', 'Mexican']"
Mr & Mrs Frosty,Amsterdam,5.0,11.0,,['Italian']
Broodje Menno,Amsterdam,5.0,14.0,,['French']
Sloppy Joe,Amsterdam,5.0,,,['American']
Tony Pizzas Pastas To Go,Amsterdam,5.0,31.0,,['Italian']
Inidan Express,Amsterdam,5.0,,,['Indian']
Rianna & Friends,Amsterdam,5.0,18.0,,"['Italian', 'French']"
Quarto Gati,Amsterdam,5.0,,,['Italian']
Lo Sbrano,Amsterdam,5.0,,,['Italian']
Locatie NRD,Amsterdam,5.0,31.0,,['Italian']
Roebling's,Amsterdam,5.0,32.0,,['American']
Panzerotti,Amsterdam,5.0,,2.0,['Italian']
Americano Bar & Kitchen,Amsterdam,4.0,39.0,39.0,"['Italian', 'American']"
Il Pecorino,Amsterdam,3.5,38.0,26.0,['Italian']
Emmanuel's Snack Bar,Amsterdam,4.5,,4.0,['Mexican']
The Rough Kitchen,Amsterdam,4.5,,4.0,['American']
Bar Leijten,Amsterdam,4.5,,4.0,['French']
TonTon Club West,Amsterdam,4.0,33.0,29.0,['Japanese']
Issa,Amsterdam,4.0,36.0,26.0,['Japanese']
Pasta Vino,Amsterdam,4.0,35.0,31.0,['Italian']
Cafe Primo,Amsterdam,5.0,34.0,15.0,['Italian']
Ristorante L'Arco,Amsterdam,4.0,38.0,48.0,['Italian']
Takara,Amsterdam,4.0,30.0,26.0,['Japanese']
A Tavola,Amsterdam,3.5,30.0,101.0,['Italian']
San Remo,Amsterdam,4.5,31.0,23.0,['Italian']
Renato's Osteria,Amsterdam,4.0,36.0,14.0,['Italian']
saltinbocca,Amsterdam,5.0,19.0,14.0,['Italian']
da portare VIA Willemsparkweg,Amsterdam,3.5,34.0,24.0,['Italian']
Bella Vista,Amsterdam,3.5,31.0,118.0,['Italian']
Cafe Vrijburcht,Amsterdam,4.5,30.0,25.0,['French']
Italiaans Eetcafe I Trulli,Amsterdam,4.0,39.0,29.0,['Italian']
Lagonda,Amsterdam,4.5,35.0,7.0,['Italian']
Downtown American Diner,Amsterdam,3.5,18.0,100.0,['American']
Gustafson,Amsterdam,4.0,33.0,28.0,['French']
Brouwerij Troost Oost,Amsterdam,4.0,31.0,6.0,['American']
Silverscreen,Amsterdam,4.0,33.0,7.0,['Italian']
Eastside,Amsterdam,4.0,38.0,33.0,['American']
Manger Maintenant,Amsterdam,4.5,,3.0,['French']
Le Pain Quotidien,Amsterdam,3.5,34.0,59.0,['French']
Ice Bakery Paleis,Amsterdam,4.0,36.0,8.0,"['American', 'Italian']"
Wagamama,Amsterdam,3.5,39.0,57.0,['Japanese']
Pomorosso Pizzeria,Amsterdam,4.0,12.0,30.0,['Italian']
How Do You Roll,Amsterdam,4.5,33.0,3.0,['Japanese']
Mr. Mix,Amsterdam,4.5,35.0,14.0,['Italian']
Rosa & Rita,Amsterdam,3.5,36.0,51.0,['Italian']
Eetcafe Kim,Amsterdam,5.0,,4.0,['Indian']
Gusto Di Casto,Amsterdam,3.5,30.0,39.0,['Italian']
Zwart,Amsterdam,4.5,11.0,3.0,['American']
Suvi AsianFood Lounge,Amsterdam,4.0,38.0,28.0,['Japanese']
Friterie Par Hasard (Oud-West),Amsterdam,4.0,15.0,9.0,['French']
Brasserie Halte 3,Amsterdam,3.5,35.0,50.0,['French']
Rolling Rock Kitchen,Amsterdam,4.0,33.0,5.0,['French']
Bakker Baard Diner,Amsterdam,4.5,30.0,4.0,['French']
Brasserie Pit,Amsterdam,4.5,,6.0,['French']
Indian Restaurant Amsterdam,Amsterdam,4.0,31.0,10.0,['Indian']
SoyTasty,Amsterdam,4.0,34.0,9.0,['Japanese']
Moksi,Amsterdam,4.5,13.0,10.0,['Indian']
Ferrara,Amsterdam,4.5,,5.0,['Italian']
Pizzeria Michelangelo,Amsterdam,4.0,32.0,11.0,['Italian']
SNCKBR West,Amsterdam,4.0,31.0,25.0,['American']
Restaurant dolce vita,Amsterdam,3.5,38.0,158.0,['Italian']
Pizza Pino,Amsterdam,3.5,34.0,95.0,['Italian']
Pinsa's Restaurant,Amsterdam,4.0,39.0,103.0,['Italian']
Cinema Club Cafe,Amsterdam,3.5,17.0,13.0,['American']
La Fucina,Amsterdam,4.0,17.0,25.0,['Italian']
Pizza Amsterdam,Amsterdam,4.0,11.0,18.0,['Italian']
Moussaique,Amsterdam,4.0,12.0,6.0,['French']
Guru of India,Amsterdam,4.5,,8.0,['Indian']
Il Pecorino,Amsterdam,3.5,39.0,120.0,['Italian']
Parkers Winebar & Restaurant,Amsterdam,4.5,,2.0,['French']
Brasserie 't Plein,Amsterdam,4.0,,7.0,['French']
da portare VIA Copernicusstraat,Amsterdam,4.0,39.0,8.0,['Italian']
Taco Mundo Amsterdam Oud-West,Amsterdam,3.5,12.0,22.0,['Mexican']
Today's,Amsterdam,4.5,36.0,10.0,['Italian']
Halal Fried Chicken,Amsterdam,4.0,11.0,12.0,['American']
Cucina Tipica Italiana,Amsterdam,4.5,,11.0,['Italian']
Mon Plat Du Jour,Amsterdam,4.5,38.0,2.0,['French']
Sapori Pugliesi,Amsterdam,4.5,,22.0,['Italian']
Tasty Bakery,Amsterdam,3.5,19.0,15.0,"['American', 'Italian']"
Rosticceria Italiana,Amsterdam,4.0,,10.0,['Italian']
Halal Fried Chicken de Vlugtlaan,Amsterdam,4.0,,5.0,['American']
Pasta Pasta,Amsterdam,3.5,19.0,55.0,['Italian']
Cichetti,Amsterdam,5.0,,4.0,['Italian']
Burrito,Amsterdam,3.5,39.0,34.0,['Mexican']
Romana,Amsterdam,4.0,34.0,38.0,['Italian']
Pizzeria Aspendos,Amsterdam,4.0,11.0,12.0,['Italian']
Brasserie Brassa,Amsterdam,4.5,,4.0,['French']
Mother India,Amsterdam,4.0,32.0,34.0,['Indian']
De Drie Graefjes Rokin,Amsterdam,3.5,14.0,14.0,['American']
Burritomaker,Amsterdam,4.5,,3.0,['Mexican']
Brasserie Lairesse,Amsterdam,4.0,30.0,19.0,['French']
Pause,Amsterdam,3.5,32.0,12.0,['French']
Angoletto,Amsterdam,3.5,,33.0,['Italian']
Basilico Fish & More,Amsterdam,4.0,30.0,5.0,['Italian']
Murugan,Amsterdam,4.0,31.0,24.0,['Indian']
Stadscafe Oosterdok,Amsterdam,4.0,,3.0,['American']
Malicafe Organic Vegan Food,Amsterdam,4.5,,2.0,['Japanese']
La Margarita Caribisch Cafe & Restaurant,Amsterdam,3.5,35.0,20.0,['Mexican']
Fento,Amsterdam,4.0,38.0,12.0,['Mexican']
Pino Divino,Amsterdam,4.0,,45.0,['Italian']
Pizzeria Azzurro,Amsterdam,3.5,37.0,131.0,['Italian']
Nanbu,Amsterdam,4.0,36.0,4.0,['Japanese']
The Original California Burrito Company,Amsterdam,3.5,18.0,76.0,['Mexican']
Brasserie 3-5-3,Amsterdam,3.5,33.0,22.0,['French']
Grand Cafe Frankendael,Amsterdam,3.5,39.0,10.0,['French']
Perla Di Roma,Amsterdam,3.5,30.0,24.0,['Italian']
Italian,Amsterdam,4.5,32.0,4.0,['Italian']
Asian Flavours,Amsterdam,3.5,37.0,14.0,['Japanese']
Amstel Boathouse,Amsterdam,3.5,30.0,23.0,['French']
Taco Mundo Amsterdam Oud Zuid,Amsterdam,3.0,13.0,18.0,['Mexican']
San George,Amsterdam,3.0,33.0,144.0,['Italian']
Capri,Amsterdam,3.0,33.0,142.0,['Italian']
Mississippi,Amsterdam,4.0,30.0,3.0,['American']
Ristorante Gli Artisti,Amsterdam,4.0,,6.0,['Italian']
Genki Cafe,Amsterdam,3.5,39.0,7.0,['Japanese']
Le Nouveau Riche,Amsterdam,4.0,31.0,12.0,['French']
Venezia Del Nord,Amsterdam,3.5,38.0,234.0,['Italian']
Marcello's Delicatessen,Amsterdam,4.0,,5.0,['Italian']
kagetsu,Amsterdam,3.5,,10.0,['Japanese']
Al Ninen,Amsterdam,4.0,36.0,8.0,['Italian']
Ristiranti Sushi All You Can Eat Amsterdam,Amsterdam,4.0,36.0,11.0,['Japanese']
American Bar-B-Q,Amsterdam,3.5,17.0,12.0,['American']
Kenko Kitchen,Amsterdam,4.0,34.0,6.0,['Japanese']
Pizzeria San Marco,Amsterdam,4.0,14.0,12.0,['Italian']
Village Bagels,Amsterdam,4.0,11.0,13.0,"['French', 'American']"
Kyoto Sushi CS,Amsterdam,3.5,30.0,17.0,['Japanese']
La Bella Vita Casto,Amsterdam,4.0,,7.0,['Italian']
Sushito,Amsterdam,3.5,37.0,7.0,"['Mexican', 'Japanese']"
Tosti Creative,Amsterdam,4.5,12.0,18.0,['American']
Cannibale Royale du Nord,Amsterdam,5.0,36.0,7.0,['American']
Restaurant Vermont,Amsterdam,4.0,,22.0,['French']
Pizzeria Steakhouse Bellino,Amsterdam,3.5,34.0,38.0,['Italian']
Iets Aparts,Amsterdam,4.0,33.0,,['French']
Warung Marlon,Amsterdam,4.0,,,['Indian']
MG Food,Amsterdam,4.0,,3.0,['Indian']
Indian Dinner,Amsterdam,4.0,37.0,,['Indian']
Warung Rahayu,Amsterdam,4.0,35.0,,['Indian']
Rusty Gold MotorShop,Amsterdam,4.0,18.0,,['American']
The Griller,Amsterdam,4.0,17.0,,"['Italian', 'Indian']"
Noord,Amsterdam,4.0,,2.0,['Italian']
Al Mulino,Amsterdam,4.0,,,['Italian']
Banco-Solo,Amsterdam,4.0,,,['Italian']
San Stefano,Amsterdam,4.0,39.0,8.0,['Italian']
Bravi Ragazzi,Amsterdam,3.0,39.0,166.0,['Italian']
Globe Kitchen Brasserie,Amsterdam,3.5,35.0,16.0,['French']
Salsa Shop,Amsterdam,3.5,37.0,7.0,['Mexican']
Gustavino,Amsterdam,3.5,36.0,118.0,['Italian']
Restaurant 95,Amsterdam,4.0,39.0,15.0,['Japanese']
